id,nome,sku,preco_original,preco_promocional,categorias,descricao,url,timestamp,http_status
130121,Lentes de Contato Biofinity XR Toric - Graus Altos,130121,600,570,Lentes de contato,Tem grau alto e com astigmatismo? As lentes de contato Biofinity XR Toric atendem sua necessidade. Aproveite nosso frete grátis e desconto à vista. Confira!,https://www.newlentes.com.br/produto/lentes-de-contato-biofinity-xr-toric-graus-altos-130121,2026-01-28T15:53:19.589Z,200
130120,Lentes de Contato Biofinity XR - Graus Altos,130120,570,361,Lentes de contato,"Lentes Biofinity XR para graus altos de miopia ou hipermetropia, você encontra aqui na NewLentes. Aproveite nosso frete grátis* para todo Brasil.",https://www.newlentes.com.br/produto/lentes-de-contato-biofinity-xr-graus-altos-130120,2026-01-28T15:53:28.644Z,200
71322,Lentes de Contato Colorida Hidrocor - COM GRAU,71322,149,133,Lentes de contato,Compre lentes de contato colorida Hidrocor da Solótica aqui na NewLentes. São diversas cores e você ainda ganha frete grátis* para todo Brasil.,https://www.newlentes.com.br/produto/lentes-de-contato-colorida-hidrocor-com-grau-71322,2026-01-28T15:54:12.111Z,200
71324,Lentes de Contato Colorida Natural Colors - COM GRAU,71324,149,97,Lentes de contato,Compre lentes de contato colorida Natural Colors da Solótica aqui na NewLentes. São diversas cores e você ainda ganha frete grátis* para todo Brasil.,https://www.newlentes.com.br/produto/lentes-de-contato-colorida-natural-colors-com-grau-71324,2026-01-28T15:54:22.831Z,200
129782,Lentes de contato coloridas Hidrocor - Kit sem grau,129782,199.99,196,Lentes de contato,"Compre Lentes de contato coloridas Hidrocor - Kit sem grau do fabricante Solótica por apenas R$ 196,00 aqui na Newlentes. Somos revendedor autorizado Solótica",https://www.newlentes.com.br/produto/lentes-de-contato-coloridas-hidrocor-kit-sem-grau-129782,2026-01-28T15:55:05.733Z,200
129735,Lentes de Contato SoftFlex 55w,129735,287.89,269.29,Lentes de contato,Compre lentes de contato Softflex 55w aqui na NewLentes. Compra Segura com Frete Grátis para todo Brasil e Desconto no pagamento à vista.,https://www.newlentes.com.br/produto/lentes-de-contato-softflex-55w-129735,2026-01-28T15:55:13.816Z,200
129699,Lentes de Contato Colorida Lunare Tri-Kolor Anual - COM GRAU,129699,149,105.25,Lentes de contato,Compre lentes de contato colorida Lunare da Bausch Lomb aqui na Newlentes. Compra segura com frete grátis* e desconto à vista.,https://www.newlentes.com.br/produto/lentes-de-contato-colorida-lunare-tri-kolor-anual-com-grau-129699,2026-01-28T15:55:24.480Z,200
71299,Lentes de Contato Colorida Magic Top - COM GRAU,71299,149,140,Lentes de contato,Compre lentes de contato colorida Optycolor Magic Top aqui na NewLentes. Compra Segura com Frete Grátis para todo Brasil e Desconto no pagamento à vista.,https://www.newlentes.com.br/produto/lentes-de-contato-colorida-magic-top-com-grau-71299,2026-01-28T15:55:35.058Z,200
71260,Lentes de Contato Optima 38,71260,269.29,234.66,Lentes de contato,Lentes Optima 38 da Bausch Lomb com Frete Grátis* para todo Brasil. Compre com segurança em clique. Confira!,https://www.newlentes.com.br/produto/lentes-de-contato-optima-38-71260,2026-01-28T15:55:43.522Z,200
71320,Lentes de Contato Hidrosoft,71320,210.59,149,Lentes de contato,Compre lentes de contato com grau Hidrosoft da Solótica aqui na NewLentes. Compra segura e desconto no pagamento à vista.,https://www.newlentes.com.br/produto/lentes-de-contato-hidrosoft-71320,2026-01-28T15:55:51.648Z,200
71285,Lentes de Contato Optima FW,71285,303.36,269.29,Lentes de contato,"Compre lentes de contato Optima FW da Bausch Lomb aqui na Newlentes, referênciua em lentes desde 2010. Aproveite nosso Frete Grátis*",https://www.newlentes.com.br/produto/lentes-de-contato-optima-fw-71285,2026-01-28T15:56:00.762Z,200
130224,Lente de contato colorida Natural Vision anual - Com grau,130224,149,90.7,Lentes de contato,Confira as lentes de contato Natural Vision aqui na NewLentes. São diversas cores e de descarte mensal ou anual. Aproveite nosso frete grátis*.,https://www.newlentes.com.br/produto/lente-de-contato-colorida-natural-vision-anual-com-grau-130224,2026-01-28T15:56:09.672Z,200
129788,Lentes de contato coloridas Natural Colors - Kit sem grau,129788,196,186.2,Lentes de contato,,https://www.newlentes.com.br/produto/lentes-de-contato-coloridas-natural-colors-kit-sem-grau-129788,2026-01-28T15:56:20.897Z,200
71281,Lente de contato Hidroblue Toric,71281,338.9,321.96,Lentes de contato,Compre lentes de contato com grau Hidroblue Toric da Solótica aqui na NewLentes. Compra segura com frete grátis e desconto à vista.,https://www.newlentes.com.br/produto/lente-de-contato-hidroblue-toric-71281,2026-01-28T15:56:30.321Z,200
71278,Lentes de Contato Optogel Op 60,71278,218.5,149,Lentes de contato,Compre lentes de contato com grau OP 60 Optolentes aqui na NewLentes. Compra Segura com Frete Grátis para todo Brasil e Desconto no pagamento á vista.,https://www.newlentes.com.br/produto/lentes-de-contato-optogel-op-60-71278,2026-01-28T15:56:39.187Z,200
130207,Lentes de contato Natural Vision anual,130207,149,146.3,Lentes de contato,As lentes de contato Natural Vision são para correção de miopia ou hipermetropia. Aproveite nosso frete grátis* para todo Brasil e desconto à vista.,https://www.newlentes.com.br/produto/lentes-de-contato-natural-vision-anual-130207,2026-01-28T15:56:47.494Z,200
129785,Lentes de contato coloridas Natural Look - Sem grau,129785,186.2,165,Lentes de contato,Lentes de Contato Colorida Natural Look,https://www.newlentes.com.br/produto/lentes-de-contato-coloridas-natural-look-sem-grau-129785,2026-01-28T15:56:58.365Z,200
130225,Lentes de contato coloridas Natural Vision anual - Sem grau,130225,199.99,186.2,Lentes de contato,Mude o visual com as lentes de contato Natural Vision. Compre com frete grátis* para todo Brasil. Aproveite.,https://www.newlentes.com.br/produto/lentes-de-contato-coloridas-natural-vision-anual-sem-grau-130225,2026-01-28T15:58:13.928Z,200
82602,Lente de contato colorida Hidrocor Tórica,82602,460,437,Lentes de contato,"Compre lentes de contato colorida Hidrocor Tórica da Solótica aqui na NewLentes, com frete grátis e desconto no pagamento à vista.",https://www.newlentes.com.br/produto/lente-de-contato-colorida-hidrocor-torica-82602,2026-01-28T15:58:24.965Z,200
82603,Lente de contato colorida Natural Colors Tórica,82603,600,460,Lentes de contato,Lentes de Contato Colorida NATURAL COLORS TÓRICA,https://www.newlentes.com.br/produto/lente-de-contato-colorida-natural-colors-torica-82603,2026-01-28T15:58:35.622Z,200
