id,fornecedor_id,marca_id,nome_lente,nome_comercial,tipo_lente,material,indice_refracao,categoria,tratamento_antirreflexo,tratamento_antirrisco,tratamento_uv,tratamento_blue_light,tratamento_fotossensiveis,fotossensivel,ar,blue,uv400,antirrisco,esferico_min,esferico_max,cilindrico_min,cilindrico_max,grau_esferico_min,grau_esferico_max,grau_cilindrico_min,grau_cilindrico_max,preco_custo,custo_base,preco_tabela,status,ativo,disponivel,prazo_entrega,adicao_min,adicao_max
2e4eede4-3229-4b92-a316-b321f3f14355,e1e1eace-11b4-4f26-9f15-620808a4a410,4af04ba6-e600-4874-b8dc-45a2e1773725,Lente Ac. 1.67 com AR Super Hidro,Lente Ac. 1.67 com AR Super Hidro,visao_simples,CR39,1.67,economica,True,True,True,False,nenhum,nenhum,True,False,True,True,6.0,-12.0,0.0,-2.0,6.0,-12.0,0.0,-2.0,140.0,140.0,420.0,ativo,True,True,7,,
872f244b-74fe-41c1-8976-1c441efe6f55,e1e1eace-11b4-4f26-9f15-620808a4a410,4af04ba6-e600-4874-b8dc-45a2e1773725,Lente Ac. 1.67 com AR Super Hidro (Esférica Pura),Lente Ac. 1.67 com AR Super Hidro (Esférica Pura),visao_simples,CR39,1.67,economica,True,True,True,False,nenhum,nenhum,True,False,True,True,-12.5,-15.0,0.0,0.0,-12.5,-15.0,0.0,0.0,140.0,140.0,420.0,ativo,True,True,7,,
984185f4-30c1-4c1a-98c6-f74a5549c28c,e1e1eace-11b4-4f26-9f15-620808a4a410,4af04ba6-e600-4874-b8dc-45a2e1773725,Lente Ac. 1.67 com AR Super Hidro Estendido,Lente Ac. 1.67 com AR Super Hidro Estendido,visao_simples,CR39,1.67,economica,True,True,True,False,nenhum,nenhum,True,False,True,True,0.0,-8.0,-2.25,-4.0,0.0,-8.0,-2.25,-4.0,140.0,140.0,420.0,ativo,True,True,7,,
8452d676-a409-477d-8f0b-b685418c9981,e1e1eace-11b4-4f26-9f15-620808a4a410,4af04ba6-e600-4874-b8dc-45a2e1773725,Lente Ac. 1.70 Blue AR Verde Super Hidro,Lente Ac. 1.70 Blue AR Verde Super Hidro,visao_simples,CR39,1.74,economica,True,True,True,True,nenhum,nenhum,True,True,True,True,-3.0,-18.0,0.0,-2.0,-3.0,-18.0,0.0,-2.0,320.0,320.0,960.0,ativo,True,True,7,,
1452deca-943b-45a8-9411-5c9115ba13d8,e1e1eace-11b4-4f26-9f15-620808a4a410,4af04ba6-e600-4874-b8dc-45a2e1773725,Lente Ac. 1.70 Blue AR Verde Super Hidro (Esférica Pura),Lente Ac. 1.70 Blue AR Verde Super Hidro (Esférica Pura),visao_simples,CR39,1.74,economica,True,True,True,True,nenhum,nenhum,True,True,True,True,-18.5,-24.0,0.0,0.0,-18.5,-24.0,0.0,0.0,320.0,320.0,960.0,ativo,True,True,7,,
5a7f87e6-80d9-4e8f-9760-5dbe89b5bcba,e1e1eace-11b4-4f26-9f15-620808a4a410,4af04ba6-e600-4874-b8dc-45a2e1773725,Lente Ac. 1.74 com AR Super Hidro,Lente Ac. 1.74 com AR Super Hidro,visao_simples,CR39,1.74,economica,True,True,True,False,nenhum,nenhum,True,False,True,True,-2.0,-12.0,0.0,-2.0,-2.0,-12.0,0.0,-2.0,380.0,380.0,1140.0,ativo,True,True,7,,
3bd8baee-77a9-45a1-b8bc-6cbe14cd1ecb,e1e1eace-11b4-4f26-9f15-620808a4a410,4af04ba6-e600-4874-b8dc-45a2e1773725,Lente Ac. 1.74 com AR Super Hidro (Esférica Pura),Lente Ac. 1.74 com AR Super Hidro (Esférica Pura),visao_simples,CR39,1.74,economica,True,True,True,False,nenhum,nenhum,True,False,True,True,-12.5,-15.0,0.0,0.0,-12.5,-15.0,0.0,0.0,380.0,380.0,1140.0,ativo,True,True,7,,
38b17a7d-2216-4ff9-97d8-bf17b9af9c0c,e1e1eace-11b4-4f26-9f15-620808a4a410,4af04ba6-e600-4874-b8dc-45a2e1773725,Lente Ac. 1.74 com AR Super Hidro Estendido,Lente Ac. 1.74 com AR Super Hidro Estendido,visao_simples,CR39,1.74,economica,True,True,True,False,nenhum,nenhum,True,False,True,True,-2.0,-8.0,-2.25,-4.0,-2.0,-8.0,-2.25,-4.0,380.0,380.0,1140.0,ativo,True,True,7,,
76db4d59-cc82-4882-867b-8692916b4d20,e1e1eace-11b4-4f26-9f15-620808a4a410,4af04ba6-e600-4874-b8dc-45a2e1773725,Lente Ac. 1.56 Foto com AR Verde Super Hidro,Lente Ac. 1.56 Foto com AR Verde Super Hidro,visao_simples,CR39,1.56,economica,True,True,False,False,fotocromático,fotocromático,True,False,False,True,-4.0,3.0,0.0,-2.0,-4.0,3.0,0.0,-2.0,66.0,66.0,256.6,ativo,True,True,7,,
256037fa-9abb-49be-9ace-97e54deb9202,e1e1eace-11b4-4f26-9f15-620808a4a410,4af04ba6-e600-4874-b8dc-45a2e1773725,Lente Ac. 1.56 Fotossensível com AR Verde Super Hidro Cil. Estendido,Lente Ac. 1.56 Fotossensível com AR Verde Super Hidro Cil. Estendido,visao_simples,CR39,1.56,economica,True,True,False,False,fotocromático,fotocromático,True,False,False,True,-4.0,3.0,-2.25,-4.0,-4.0,3.0,-2.25,-4.0,80.0,80.0,258.0,ativo,True,True,7,,
